productId,Rating,Date,Feedback_translated,Feedback,,Name,Country,Upvotes,Downvotes,Product Longevity,User Instructions Clarity,Pain Level,Design,Quality,Ease of Installation,Quality of Material,Functionality,User Friendly,Quality of Material,Adaptability To Environment,Versatility,Size Options,Quality of Shine,Usability,Gameplay Experience,Style,Color Options,Value for money,Tech support,Ease of use,Power efficiency,Fit,Packaging ,Brightness,Application scope,Compatibility,Ease of use,Hygiene,Item specification accuracy
1005006457226196,100,27 Apr 2024,"Professional. Fast delivery, well packaged. All is perfect. Highly recommended!","Professional. Fast delivery, well packaged. All is perfect. Highly recommended!",,R***o,CH,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005006457226196,100,23 May 2024,It's just class! I would play it myself!,это просто класс!Сам бы игрался!,,AliExpress Shopper,IL,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005006457226196,100,16 Apr 2024,"Excellent, comes with box. Eye has no sound, I loved it","excelente, viene con cajita. ojo no tiene sonido, me encantó",,a***z,CL,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005006457226196,100,16 May 2024,"Arrived in a short time, everything is very good","llegó en poco tiempo, todo viene muy bien",,A***a,MX,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005006457226196,100,25 May 2024,All good thanks,All good thanks,,B***n,HU,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005006457226196,100,18 Apr 2024,Works well and is strong enough,Funciona bien y es suficientemente resistente,,J***t,ES,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005006457226196,100,23 May 2024,polecam,polecam,,M***a,PL,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005006457226196,100,12 May 2024,Baby loves this,Baby loves this,,T***M,CA,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005006457226196,100,16 May 2024,Amusing,divertido,,AliExpress Shopper,MX,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005006457226196,100,14 May 2024,It's great! I recommend it!,super jest! polecam!,,E***r,PL,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005006457226196,100,09 May 2024,ok,ok,,AliExpress Shopper,PL,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005006457226196,100,24 Apr 2024,Send in a box,Send in a box,,AliExpress Shopper,NL,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005006457226196,100,23 Apr 2024,Super. only without sound,супер.только без звука ,,S***a,IL,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005006457226196,100,14 Apr 2024,"Great value, well packaged.","Great value, well packaged.",,L***y,UK,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005006457226196,20,20 May 2024,I have not received the product.,nie otrzymałam produktu.,,S***r,PL,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005006457226196,20,09 May 2024,Item never received:/,Article jamais reçus :/ ,,s***r,FR,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005006457226196,100,28 May 2024,Super entertaining for children. I didn't sound if,super entretenido para los niños. le falto sonido si,,r***a,CL,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005006457226196,100,28 May 2024,Perfect,perfeito,,L***S,BR,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005006457226196,100,26 May 2024,,,,AliExpress Shopper,US,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005006457226196,100,29 Mar 2024,,,,M***i,US,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005006457226196,100,07 May 2024,,,,m***n,CL,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005006457226196,100,07 May 2024,,,,n***n,PL,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005006457226196,100,16 Apr 2024,,,,Z***n,CA,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005006457226196,100,10 Apr 2024,,,,M***g,DE,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005006457226196,100,09 Apr 2024,,,,l***r,FR,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005006457226196,100,17 Apr 2024,,,,z***c,DE,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005006457226196,100,15 May 2024,,,,P***n,ES,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005006457226196,100,09 May 2024,,,,A***h,IL,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005006457226196,100,14 Apr 2024,,,,m***n,ES,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005006457226196,100,13 May 2024,,,,r***r,CL,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005006457226196,100,15 May 2024,,,,AliExpress Shopper,HU,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005006457226196,100,21 May 2024,,,,R***z,ES,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005006457226196,80,02 May 2024,,,,AliExpress Shopper,DE,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005006457226196,100,29 May 2024,,,,S***i,OM,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005006457226196,60,23 Apr 2024,,,,AliExpress Shopper,IT,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005006457226196,100,24 Apr 2024,,,,J***o,ES,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005006457226196,100,01 May 2024,,,,R***r,FR,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005006457226196,100,14 May 2024,,,,A***k,ES,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005006457226196,100,14 May 2024,,,,M***a,IT,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005006457226196,100,15 May 2024,,,,F***s,ES,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005006457226196,100,07 May 2024,,,,AliExpress Shopper,CZ,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005006457226196,100,07 May 2024,,,,M***m,HR,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005006457226196,100,16 May 2024,,,,D***a,BG,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005006457226196,100,22 May 2024,,,,h***s,PE,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005006457226196,100,24 May 2024,,,,M***l,EU,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005006457226196,100,28 May 2024,,,,1***r,PL,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005006457226196,80,15 May 2024,,,,G***a,BR,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005006457226196,100,16 May 2024,,,,G***o,CL,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005006457226196,100,15 May 2024,,,,R***e,NL,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005006667154440,100,05 May 2024,,,,N***l,SA,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005006667154440,100,02 May 2024,,,,T***-,KZ,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005005592738894,100,24 Dec 2023,"Arrived on the date indicated. In perfect condition, the seller answers your concerns and messages correctly. I hope to enjoy such an excellent product and the best, for a good price!","llegó en la fecha indicada. en perfectas condiciones, el vendedor responde tus inquietudes y mensajes correctamente. espero difrutar de tan excelente producto y lo mejor, por un buen precio!",,O***A,US,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005005592738894,100,22 Mar 2024,Just received mines Today Can’t wait to start Comes Brand new in Plastic Wrap Peferct budget For Beginners 🤘🏾,Just received mines Today Can’t wait to start Comes Brand new in Plastic Wrap Peferct budget For Beginners 🤘🏾,,T***T,US,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005005592738894,100,19 Mar 2024,"Very good, thanks.","Very good, thanks.",,AliExpress Shopper,US,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005005592738894,100,04 Dec 2023,Thanks for shipping it asap,Thanks for shipping it asap,,J***m,US,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005005592738894,100,23 Dec 2023,"Machine seems perfect. Id big sessions. Much fatter compare to me that I already have that works with cable. It also weighs 21o that another weighs 135. Power I will check tomorrow and I will put more information.
With shipping had complications. That as it could not be delivered. Then I started searching in shipping app. In the end it arrived. But without warning before. Lucky he was home. Next time I will pay after I arrive order","maquina parece perfecta. id esiones grandes. mucho más gorda comparar con mías que ya tengo que funciona con cable . pesa también 21o que otra pesa 135. potencia voy comprobar mañana y pondré más información.
con envío tenía complicaciones. que como no se podía entregar. luego empezé buscar en app de envíos. al final llegó. pero sin avisar antes. suerte que estaba en casa. próxima vez pagaré después de llegar pedido",,AliExpress Shopper,ES,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005005592738894,100,08 May 2024,The purchase arrived very quickly the items are as they appear in the publication of good quality the seller is safe,la compra llegó muy rápido los artículos son tal cual aparecen en la publicación de buena calidad el vendedor es seguro,,r***r,CO,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005005592738894,100,24 May 2024,Second machine ordered and works great. For the price its a really good machine. Only thing battery doesnt last too long like 3hour work then flat. ,Second machine ordered and works great. For the price its a really good machine. Only thing battery doesnt last too long like 3hour work then flat. ,,P***r,ZA,0,0,Fits ok ,Very Clear,Fits ok ,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005005592738894,100,15 May 2024,"The truth came earlier, it is okay a tattoo friend who has been impressed him for years by the price and by how this medium-heavy was coming if it is well explained and I have already tried everything and I loved the only one as a defect that I see him It is the one that comes scratched I do not know if it is factory but that really does not affect the machine or anything and that is why I recommend buying this machine and by the way it came with two cartridges, I recommend it one hundred percent ..","la verdad llegó antes,está bien un amigo tatuador q lleva años le impresionó por el precio y por como venía esta medio medio pesada si está bien explicada y todo ya la probé y me encantó el único como defecto q le veo es el de q viene rayada no sé si es de fabrica pero eso en verdad no afecta la máquina ni nada y por eso recomiendo comprar esta maquina y por cierto me vino con dos cartuchos osea lo recomiendo cien por cien..",,s***z,CO,0,0,Long,Very Clear,Poor ,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005005592738894,100,19 Dec 2023,"The machine looks good, silent but with power, the only problem is that the needle cartridge does not fit that makes me a little nervous, I hope it is not damaged, I also feel that the machine is used, I don't know if it is a return from another person, I hope not... If someone has a problem with cartridges if you can help me🫣","La maquina se ve bien, silenciosa pero con potencia, el unico problema es que no se me ajusta el cartucho de aguja eso me tiene un poco nerviosa, espero que no este averiado, tambien siento q la maquina esta usada no se si es una devolución de otra personaeñ espero q no... Si alguien tiene algun problema con los cartuchos si me puede ayudar🫣",,m***k,ES,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005005592738894,100,17 May 2024,"Fast shipping only 8 days to Bogotá, well packed and working perfect 100% recommended","envío rápido solo 8 días a Bogotá, bien empacado y funcionando perfecto 100% recomendado",,M***a,CO,0,0,Long,Very Clear,Fits ok ,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005005592738894,100,21 May 2024,"Super well packed wine, it arrived very fast and in perfect condition, full and with two cartridges of opsequia, I managed to rehearse it for a moment but I don't know how long the battery lasts, when rehearsing it well I will comment again","vino super bien empacada, llego muy rapido y en perfectas condiciones, venia cargada y con dos cartuchos de opsequio, logre ensayarla un momento pero no se cuanto le dura la bateria, al ensayarla bien comentare nuevamente",,D***a,CO,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005005592738894,100,07 May 2024,I still do not use it since I used it I will give my opinion correct…. It took me a long time to arrive I thought I had already lost it,Aún no la uso ya que la usé  daré mi opinión acertada….se tardó en llegar pensé que ya la había perdido ,,O***a,MX,0,0,Fits ok ,Very Clear,Fits ok ,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005005592738894,100,14 Jan 2024,"He arrived in Mexico in just one week, incredible how fast he was. The machine looks good, I haven't tested it yet so I'm not sure about the battery life and that, but I will use it and comment again if something changes. Maybe I just would have liked it to come better packed.","Llegó en solo una semana a Mexico, increíble lo rápido que fue. La máquina se ve bien, no la he probado aún así que no estoy segura sobre la duración de la batería y eso, pero la usaré y comentaré de nuevo si algo cambia. Tal vez solo me hubiera gustado que viniera mejor embalada. ",,L***o,MX,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005005592738894,100,26 Jan 2024,Great machine I haven't tested it yet but the name dragonhawk is the first I prefer,Great machine I haven't tested it yet but the name dragonhawk is the first I prefer,,M***a,ZA,0,0,Fits ok ,Very Clear,Fits ok ,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005005592738894,100,06 May 2024,"Excellent, the exact description, arrived before the time, the materials look durable and feel great to the touch, just need to test it on some client...😊","Excelente, la descripción exacta, llegó antes del tiempo, los materiales se ven duraderos y se sienten geniales al tacto, solo falta probarla en algún cliente ... 😊",,F***n,CL,0,0,Fits ok ,Very Clear,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005005592738894,100,19 May 2024,I give you 5 stars why I received the product that was not but they reimbursed me the money,le doy 5 estrella por qué me llegó el producto que no era pero me reembolsaron el dinero,,W***a,CO,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005005592738894,100,13 Mar 2024,"Excellent machine, it is thicker than you can see, but the materials are of excellent quality. Bad parcel delivered the very damaged package","excelente maquina, es mas gruesa de lo que se ve, pero los materiales son de excelente calidad. mala paqueteria entregaron el paquete muy dañado",,p***g,MX,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005005592738894,100,07 May 2024,"Arrived just in time excellent good condition, good 10/10 machine","llegó justo a tiempo excelente buen estado,buena máquina 10/10",,l***z,CO,0,0,Fits ok ,Partially Clear,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005005592738894,100,25 May 2024,"I am very happy, thank you very much for the needles you gave me I hope I can buy again very soon ..","Estoy muy feliz, muchas gracias por las agujas que me regalaron espero poder volver a cómprar muy pronto..",,k***k,CO,0,0,Fits ok ,Very Clear,Fits ok ,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005005592738894,100,04 May 2024,"Very good purchase, it does not vibrate much, almost nothing in my opinion.","muy buena compra, no vibra mucho, casi nada a mi parecer.",,R***L,PE,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005005592738894,100,24 Feb 2024,"It looks good, I still don't taste it but I like it strong and silent.","se ve  buena, aún no la pruebo pero fuerte y silenciosa  me gusta .",,J***a,UY,0,0,Fits ok ,Very Clear,Fits ok ,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005005592738894,100,28 Jan 2024,"The packaging is very good, and bought 5 machines since it went on the market and I am not disappointed, the quality is very good.","El embalaje es muy bueno, e comprado 5 maqinas desde que salió al Mercado y no me e decepcionado, la calidad es muy buena. ",,t***r,CO,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005005592738894,100,10 Mar 2024,Excellent quality I liked quite arrived before the time predust very well packed,excelente calidad me gusto bastante llegó antes del tiempo predisto muy bien empacado,,a***z,CO,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005005592738894,100,19 Jan 2024,"It comes very well packed, it has good weight, the material looks very good quality I am happy and very satisfied with this purchase😍","Viene muy bien embalada, tiene buen peso, el material se ve que es de muy buena calidad estoy feliz y muy satisfecho con esta compra 😍",,O***a,CL,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005005592738894,100,08 Apr 2024,"I got it for two tizhni. Everyone is pratsyu. For a year, robots on the 5.0 of the vitrile 14% a squatter, they want to put it out of smoke. I will be very grateful to me, ale I will not start a pratsyuvati. Guchnist robots middle yak for penalties. On the plastic sticks, the edge of the metal is not large, they are easily cleaned with natfil. Trimach sit insolent not to play. For the penny annual apparatus.","Приїхала десь за два тижні. Все працює. За годину роботи на 5.0 В витратила 14%зяряду, що досить непогано. Вібрація відчувається сильно, але не заважає працювати. Гучність роботи середня як для пенів. На стиках пластику та металу є невелика кромка, легко прибираєтся натфілем. Тримач сидить впевнено не люфтить. За ці гроші годний апарат.",,A***v,UA,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005005592738894,100,04 Feb 2024,"Perfectly packed, arrived much earlier than expected!! Excellent machine and description regarding the images is accurate👍Thank you very much","Perfectamente empacado, llegó mucho antes de lo previsto!! Excelente máquina y la descripción con respecto a las imágenes es exacta 👍 muchas gracias ",,j***u,CO,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005005592738894,100,10 Apr 2024,"Arrived the day after the estimated date and good quality, all well cared for✨","Llegó al día siguiente de la fecha estimada y de buena calidad, todo bien cuidado✨",,AliExpress Shopper,MX,0,0,Fits ok ,Partially Clear,Fits ok ,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005005592738894,100,16 Apr 2024,"It arrived in perfect condition. Very good purchase, arrived earlier than expected","Llego en perfecto estado. Muy buena compra, llego antes de lo esperado ",,a***a,CL,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005005592738894,100,22 Dec 2023,"Very fulfilled, I arrived earlier than proposed very happy with the product","muy cumplidos, llego antes de lo propuesto muy contento con el producto",,m***r,CO,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005005592738894,100,17 May 2024,"very nice tool, still haven't tested through, not so light but not so heavy either. shipment was super fast and arrived in excellent condition! Thank you seller","very nice tool, still haven't tested through, not so light but not so heavy either. shipment was super fast and arrived in excellent condition! Thank you seller",,AliExpress Shopper,GR,0,0,,Partially Clear,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005005592738894,100,13 Jan 2024,"It marked that it was going to arrive in 20 days, it arrived in a week! Amazing, very comfortable, I still don't put it to the test but it turns on well, it came well packaged and the material feels good. Thank you","Marcaba que iba a llegar en 20 días, llego en una semana! Increíble, muy a gusto, aún no la pongo a prueba pero enciende bien, venía bien empaquetada y se siente bien el material. Gracias",,J***s,MX,0,0,,Very Clear,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005005592738894,100,03 Mar 2024,Arrived earlier than thought I really like I have never had one of those in my first pen machine thank you,llegó antes de lo pensado me gusta mucho nunca he tenido una de esas en mi primera máquina pen gracias,,c***o,CO,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005005592738894,100,08 Feb 2024,"It looks excellent quality, arrived early, tomorrow the rehearsal to see how it is. For now 10 of 10","se ve de excelente calidad, llegó antes de tiempo, mañana la ensayo a ver qué tal. por ahora 10 de 10",,J***z,CO,0,0,Fits ok ,,Fits ok ,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005005592738894,100,19 Apr 2024,"Are my first steps from the hand of this brand and its respective model, my first impression is of great power for its quality price, I will rehearse it and I will put my experience no longer directly on the first exercises. Otherwise it is in good condition and arrived in a while of 18 days. Thank you very much","son mis primeros pasos de la mano de esta marca y su respectivo modelo, mi primera impresión es de un gran poder por su calidad precio, la iré ensayando y pondré por que no mi experiencia ya directamente sobre los primeros ejercicios. por lo demás está en buenas condiciones y llego en un tiempo dé 18  días. Muchas gracias",,J***a,CO,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005005592738894,100,15 Feb 2024,"Excellent quality arrived in less than 1 week quite quickly
Now just need to test it","excelente calidad llegó en menos de 1 semana bastante rápido 
ahora solo falta probarla",,Y***a,CL,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005005592738894,100,03 Dec 2023,He arrived in very good condition and in a very short time he feels very strong and is very cool😃👍100% recommended...,llegó en muy buen estado y en muy poco tiempo se siente con mucha fuerza y está muy padre 😃👍 100% recomendable...,,B***a,MX,0,0,Fits ok ,Partially Clear,Fits ok ,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005005592738894,100,15 May 2024,Arrived in perfect condition and in 10 days we need to try,llegó en perfectas condiciones y en 10 dias falta probar,,W***m,CO,0,0,Fits ok ,Very Clear,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005005592738894,100,06 Mar 2024,"It's very good quality and fast shipping. seller the best and friendly.
Recommended this store and seller","It's very good quality and fast shipping. seller the best and friendly.
Recommended this store and seller",,AliExpress Shopper,UA,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005005592738894,100,01 Feb 2024,"Very chingona jala super father the only detail is that it takes almost a month to arrive, but it is a quality Machine 100% well👍It was not bad at all to be my first purchase","muy chingona jala super padre el único detalle es que tardo casi un mes en llegar, pero es una maquina de calidad 100% bien 👍no estuvo nada mal para ser mi primera compra",,AliExpress Shopper,MX,0,0,Fits ok ,Very Clear,Fits ok ,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005005592738894,100,21 Apr 2024,"It takes longer than indicated, but it is well packaged, it is clear that it is of good quality and is the same as the images in its description","tardo más de lo indicado, pero llego bien empaquetado,  se ve que es de buena calidad y es igual a las imágenes de su descripcion",,R***o,MX,0,0,Fits ok ,Very Clear,Fits ok ,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005005592738894,100,28 Dec 2023,"It is noisy but it does not affect the operation, it is also very good for the price","Es algo ruidosa pero no afecta el funcionamiento, además está muy bien por el precio",,t***u,MX,0,0,Fits ok ,Very Clear,Fits ok ,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005005592738894,100,23 Jan 2024,They arrived well packed although they took a little longer than I expected,llegaron bien embaladas aunque tardaron un poco mas de lo que esperaba,,G***a,MX,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005005592738894,100,01 Feb 2024,"So far it looks good, it will be a matter of trying it, 10/10 aesthetics","Hasta el momento se ve bien, ya será cuestión de probarla, estética de 10/10 ",,P***a,MX,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005005592738894,100,30 Dec 2023,"Arrived in good condition, now there to give ink to test it🤪","llegó en buen estado, ahora ahí que dar tinta para probarla 🤪",,m***a,ES,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005005592738894,100,09 Dec 2023,"The machines of this brand are quality. .. This machine is very good, I have really used it a lot, the only thing that perhaps I would reproach you that the previous one I bought is not very long, it did not last even the year but it must be said that the time that I literally lasted the machine I work all the Days of less than 5 hours a day made me earn a lot of money I am more than comfortable with the machine for this time vompre 2 because I do not want to stay for a single day without being able to use it and I will continue to buy it without doubt great brand and great machine I recommend to 1000%",las máquinas de esta marca son calidad ...esta maquina es buenísima de verdad la he usado mucho lo único que tal vez le reprocharia esque no es muy duradera la anterior que compre no me duró ni el año pero bueno cabe decir que el tiempo que me duró literal la maquina trabajo todos los días de menos 5 horas diarias me hizo ganar mucho dinero estoy más que cómodo con la maquina por hezo esta vez vompre 2 porque no quiero quedarme ni un solo día sin poder usarla y la seguiré comprando sin duda gran marca y gran maquina recomiendo al 1000%,,M***r,MX,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005005592738894,100,01 May 2024,"The product arrived well packed, undamaged and earlier than expected (exactly 12 days counting Sundays). For people in Colombia, you pay the value of the machine and shipping, you do not pay anything at customs, the seller will update you step by step. Good seller highly recommended","El producto llegó bien Embalado, Sin Daños y Antes de lo Esperado ( Exactamente 12 Días contando domingos). Para las personas en Colombia, Tu pagas el valor de la maquina y del Envío, No pagas nada en Aduana, El vendedor te va actualizando paso a paso. Buen vendedor Altamente Recomendado",,r***z,CO,0,0,Long,Very Clear,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005005592738894,100,01 Jan 2024,"A little heavy but in terms of finish and visual very well, it also arrived 13 days earlier than expected","un poco pesada pero en cuanto a acabado y visual muy bien, además llegó 13 días antes de lo esperado",,J***G,CO,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005005592738894,100,06 Dec 2023,"Estimated time December 13 and it arrived today at December 5, the truth is I am very surprised and happy... I 've finally got my tattoo machine.
Bogotaá Colombia✌️","tiempo estimado 13 de diciembre y me llegó hoy a las 5 de diciembre, la verdad estoy muy sorprendido y feliz... por fin tengo mi máquina de tatuar.
Bogotá Colombia ✌️",,AliExpress Shopper,CO,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
